pool_mode,model,regime,seed,cp_method,country,n,coverage,cov_se_mbb,cov_first36,cov_rest,winkler,width,under_pen,over_pen,tail_asym,pinball,skill,mae_ratio,rmse_ratio,dir_acc,pt_stat,pt_p,crossed_cal_rate
rolling,lgbm_const,G,42,native,GR,127,0.9212598425196851,0.03484493727307501,0.7777777777777778,0.978021978021978,1.6351622662582368,1.3422466813423244,0.2025363195657035,0.09037926535020865,0.6,0.09809865849846201,0.07408705194890375,1.1694851504319401,1.0558593770845397,0.5433070866141733,0.566444690127707,0.5710915220605279,0.0
rolling,lgbm_const,G,42,native,IE,127,0.984251968503937,0.01282529012201562,1.0,0.978021978021978,0.3692032229899,0.36789708304572294,0.001306139944177025,0.0,1.0,0.02174041843827439,0.10545195340911251,1.1914207319170675,1.1393672964534267,0.5748031496062992,1.246439018738331,0.21260326393893658,0.0
rolling,lgbm_const,G,42,native,IT,127,0.7322834645669292,0.048974785960963454,0.6666666666666666,0.7582417582417582,0.6923369492439274,0.2971883597908366,0.17056604923917587,0.22458254021391486,0.5294117647058824,0.04429050654408546,-0.032353572028793076,1.036420074108577,1.025955066692561,0.5354330708661418,0.43139639589135237,0.6661801700670444,0.0
rolling,lgbm_const,G,42,native,NL,127,0.8503937007874016,0.03719967350088382,0.7777777777777778,0.8791208791208791,0.1490639496824677,0.09013126716762225,0.010220984321861847,0.0487116981929836,0.42105263157894735,0.00941089143106766,0.017279816773598244,1.018313763098339,1.0368240841786243,0.5354330708661418,-0.56326881447841,0.5732518503051416,0.0
rolling,lgbm_const,G,42,native,PT,127,0.937007874015748,0.026514646539753026,0.8611111111111112,0.967032967032967,0.6745184205277047,0.59684286865358,0.04487496371932657,0.032800588154798124,0.625,0.039223917644613714,0.08865347397237622,1.0446202083197078,1.0161139343994248,0.5118110236220472,-0.6378677388480793,0.5235597799009457,0.0
rolling,lgbm_const,L,42,native,AT,127,0.8110236220472441,0.04066428280145096,0.8055555555555556,0.8131868131868132,0.17264423185389832,0.1087869575758471,0.036723380431354445,0.027133893846696795,0.7083333333333334,0.011544340261482272,0.003832887988872047,1.0888865334223063,1.0422491617111036,0.4881889763779528,-0.31588944109917105,0.7520864266705083,0.0
rolling,lgbm_const,L,42,native,BE,127,0.8582677165354331,0.037218437739399444,0.75,0.9010989010989011,0.2047891684171673,0.14171751087087175,0.022039704907955544,0.04103195263834,0.4444444444444444,0.01376816550174636,0.05744080465548573,1.0558277913242862,1.0615363523889627,0.5669291338582677,1.3572336552773305,0.17470698021302633,0.0
rolling,lgbm_const,L,42,native,ES,127,0.8976377952755905,0.035294218403657374,0.75,0.9560439560439561,0.39020411276116207,0.3176563532553047,0.02539751238310038,0.0471502471227569,0.5384615384615384,0.025300649841215078,0.01813854339947818,1.176429827310358,1.145161526290794,0.5354330708661418,0.5352039228321898,0.5925088539923165,0.0
rolling,lgbm_const,L,42,native,FI,127,0.7716535433070866,0.044566619009350675,0.7777777777777778,0.7692307692307693,0.18040252827158546,0.0917633718378931,0.029152088603647413,0.059487067830044905,0.4482758620689655,0.011610907839451092,-0.020185462979068758,1.0310098031335415,1.0286635754673354,0.5196850393700787,-0.17863081895615665,0.858227593659898,0.0
rolling,lgbm_const,L,42,native,FR,127,0.7165354330708661,0.03979732392357314,0.6111111111111112,0.7582417582417582,0.20179909334266313,0.10868077839476158,0.036483324344922276,0.05663499060297927,0.5555555555555556,0.0133917604542221,-0.011568195272946502,1.0497776964062824,1.0325741471287675,0.48031496062992124,-0.40870600921897754,0.6827554233027646,0.0
rolling,lgbm_const,L,42,native,GR,127,0.889763779527559,0.041189694618089065,0.7222222222222222,0.9560439560439561,1.7421513331529865,1.2542633075269998,0.26827606844769397,0.21961195717829268,0.7142857142857143,0.10021870233123295,0.013504341362975292,1.1306860764087325,1.111922532608455,0.5196850393700787,0.17561774119417983,0.86059426351898,0.0
rolling,lgbm_const,L,42,native,IE,127,0.968503937007874,0.014644844211392538,0.9166666666666666,0.989010989010989,0.339146007069016,0.3191189116423704,0.010080422850916843,0.009946672575728718,0.5,0.020236940702642325,0.17827803431448663,1.1280749541494075,1.1451095261616273,0.4881889763779528,-0.17621334745203232,0.8601263351150201,0.0
