model,regime,seed,cp_method,median_sharpe,active_share,median_cap_ratio
xlstm_const,GF,44,mondrian_cqr,0.3424954128220977,0.011023622047244094,0.8288891669485827
xlstm_const,GF,44,native,,0.0,
xlstm_const,GF,44,pid_cqr,0.2651317085152094,0.026771653543307083,0.6249834725728791
xlstm_const,GF,44,pid_local_cqr,0.35247218997486046,0.029921259842519688,0.6714768768552073
xlstm_const,GF,44,pid_tan_cqr,0.2732153698415951,0.05196850393700787,
xlstm_const,GF,44,saocp_cqr,,0.0,
xlstm_const,GF,44,sfogd_cqr,0.307389311747136,0.049606299212598425,0.6954287387448383
xlstm_const,GF,44,spci_cqr,-0.10476550467817862,0.04488188976377953,0.635110699227303
xlstm_const,L,42,aci_cqr,0.04792612564831772,0.011023622047244094,0.6846195105210497
xlstm_const,L,42,agaci_cqr,0.26629387815844563,0.013385826771653541,0.6769893233641411
xlstm_const,L,42,cqr_rolling,0.04546880418257601,0.008661417322834646,0.687450700128963
xlstm_const,L,42,cqr_static,-0.2862251053979997,0.002362204724409449,
xlstm_const,L,42,decay_ocp_cqr,0.307389311747136,0.0007874015748031496,
xlstm_const,L,42,dtaci_cqr,0.15910760899000237,0.007086614173228346,0.6874979893528705
xlstm_const,L,42,mondrian_cqr,0.2870857439071798,0.014173228346456693,
xlstm_const,L,42,native,,0.0,
xlstm_const,L,42,pid_cqr,-0.009666140773082772,0.02047244094488189,0.6365443687813718
xlstm_const,L,42,pid_local_cqr,0.13280661105378322,0.025196850393700787,0.6761972756281247
xlstm_const,L,42,pid_tan_cqr,-0.15195146467486706,0.028346456692913385,
xlstm_const,L,42,saocp_cqr,,0.0,
xlstm_const,L,42,sfogd_cqr,0.1975139226723993,0.03228346456692913,0.6935520376052153
xlstm_const,L,42,spci_cqr,-0.20493347909590098,0.029921259842519688,0.6490502480315339
xlstm_const,L,43,aci_cqr,0.4332688907531343,0.023622047244094488,0.6893860855546659
xlstm_const,L,43,agaci_cqr,0.2702826386097893,0.02047244094488189,0.6706461679446997
xlstm_const,L,43,cqr_rolling,0.16148491398930542,0.01968503937007874,0.7015666441082633
xlstm_const,L,43,cqr_static,,0.0,
xlstm_const,L,43,decay_ocp_cqr,5.551115123125783e-17,0.0015748031496062992,
xlstm_const,L,43,dtaci_cqr,0.3988155563718637,0.02204724409448819,0.683195500929797
xlstm_const,L,43,mondrian_cqr,0.18608047932361396,0.02125984251968504,
xlstm_const,L,43,native,0.30738931174713585,0.008661417322834646,
xlstm_const,L,43,pid_cqr,0.3073893117471362,0.026771653543307083,0.6598599906302804
xlstm_const,L,43,pid_local_cqr,0.1513018689925858,0.03858267716535433,0.6854468557202245
xlstm_const,L,43,pid_tan_cqr,-0.0027894949109905517,0.04251968503937008,
xlstm_const,L,43,saocp_cqr,-0.307389311747136,0.002362204724409449,
xlstm_const,L,43,sfogd_cqr,-0.21755696010912748,0.04645669291338582,0.708608189450116
xlstm_const,L,43,spci_cqr,0.1025657561780473,0.049606299212598425,0.6342240315214258
xlstm_const,L,44,aci_cqr,-0.14110713290280497,0.02125984251968504,0.6621919219770114
xlstm_const,L,44,agaci_cqr,-0.08557405395274602,0.024409448818897637,0.6828351427957675
xlstm_const,L,44,cqr_rolling,-0.3073893117471361,0.01732283464566929,0.7104439851140192
xlstm_const,L,44,cqr_static,,0.0,
xlstm_const,L,44,decay_ocp_cqr,,0.0,
xlstm_const,L,44,dtaci_cqr,-0.23661023103048862,0.01889763779527559,0.6951267381499504
xlstm_const,L,44,mondrian_cqr,-0.15047351860327837,0.012598425196850394,
xlstm_const,L,44,native,-0.2865006981016948,0.002362204724409449,
xlstm_const,L,44,pid_cqr,-0.37294641264261186,0.01889763779527559,0.6450968990928097
xlstm_const,L,44,pid_local_cqr,0.0766993029321565,0.024409448818897637,0.6634605754300562
xlstm_const,L,44,pid_tan_cqr,0.272335163367365,0.046456692913385826,0.8178062911249875
xlstm_const,L,44,saocp_cqr,-0.30738931174713585,0.0007874015748031496,
xlstm_const,L,44,sfogd_cqr,-0.22147101391849985,0.024409448818897637,0.6908064025309828
xlstm_const,L,44,spci_cqr,-0.30738931174713574,0.03622047244094488,0.6433907105287617
