label,rq,country,n,dbar,dbar_norm,t_hln,p_hln,q_hln
XM tirex2_cov/ZS/native vs lstm_const/G/agaci_cqr,XM,ES,127,-0.006237767504847398,-0.015695948063965324,-0.40689840726600135,0.6847729769371225,0.8269586008080406
XM tirex2_cov/ZS/native vs lstm_const/G/agaci_cqr,XM,FI,127,-0.0025057693448938823,-0.01417025295449789,-0.6176383246600681,0.5379284514306271,0.7414039342733084
XM tirex2_cov/ZS/native vs lstm_const/G/agaci_cqr,XM,FR,127,-0.00779103012252431,-0.0390544781436483,-0.8056419272121971,0.4219671424231799,0.668926088878552
XM tirex2_cov/ZS/native vs lstm_const/G/agaci_cqr,XM,GR,127,-0.15823740175699208,-0.0896021527502786,-3.283758546179667,0.0013261909728539134,0.02760561824282526
XM tirex2_cov/ZS/native vs lstm_const/G/agaci_cqr,XM,IE,127,-0.03197541967857468,-0.0774737256645652,-2.677639383074005,0.00840210927218843,0.07393856159525818
XM tirex2_cov/ZS/native vs lstm_const/G/agaci_cqr,XM,IT,127,-0.061375326033660645,-0.0915176304463821,-2.5250587333262833,0.012808892437861097,0.09289965943943213
XM tirex2_cov/ZS/native vs lstm_const/G/agaci_cqr,XM,NL,127,-0.0034823075168705104,-0.022957488301627648,-0.568670138367462,0.5705922041942153,0.7607896055922871
XM tirex2_cov/ZS/native vs lstm_const/G/agaci_cqr,XM,PT,127,-0.004244860688470821,-0.005735260778916291,-0.16836096102426013,0.8665692729392669,0.9284670781492146
XM tirex2_cov/ZS/native vs lgbm_const/G/cqr_rolling,XM,AT,127,-0.004401152730914089,-0.02539490348675428,-0.5557263534662213,0.579383369841965,0.7683890220048847
XM tirex2_cov/ZS/native vs lgbm_const/G/cqr_rolling,XM,BE,127,-0.012735154608872853,-0.058614609227159324,-1.2673289888681927,0.20737494826440428,0.46712445684132026
XM tirex2_cov/ZS/native vs lgbm_const/G/cqr_rolling,XM,ES,127,-0.01651654845637125,-0.041560203480766306,-1.3181223938057667,0.18985396026382229,0.4485894370699495
XM tirex2_cov/ZS/native vs lgbm_const/G/cqr_rolling,XM,FI,127,-0.0006754751981551631,-0.0038198465640314557,-0.132213889562656,0.8950260151724594,0.9457030901759179
XM tirex2_cov/ZS/native vs lgbm_const/G/cqr_rolling,XM,FR,127,-0.007721529182453615,-0.03870608737859314,-0.9826112012222505,0.3276818505905512,0.597276847364253
XM tirex2_cov/ZS/native vs lgbm_const/G/cqr_rolling,XM,GR,127,-0.3320835394769936,-0.18804277433578337,-4.540315208973865,1.2952945463329257e-05,0.0014894978089025862
XM tirex2_cov/ZS/native vs lgbm_const/G/cqr_rolling,XM,IE,127,-0.05949400906251248,-0.1441489301196783,-2.743593132215982,0.006964046860808759,0.067664141426835
XM tirex2_cov/ZS/native vs lgbm_const/G/cqr_rolling,XM,IT,127,-0.062494176675760384,-0.09318596471367746,-2.5678739976925335,0.011399942894895654,0.0854995717117174
XM tirex2_cov/ZS/native vs lgbm_const/G/cqr_rolling,XM,NL,127,-0.007988383821238568,-0.05266428287465213,-1.2755033171349877,0.20447775570468818,0.46712445684132026
XM tirex2_cov/ZS/native vs lgbm_const/G/cqr_rolling,XM,PT,127,-0.07857331457305834,-0.10616095142162427,-2.399987802366801,0.017858829089164585,0.11601029646249884
XM tirex2_cov/ZS/native vs xlstm/L/native,XM,AT,127,-0.00751057573859627,-0.04333645244163048,-0.6571909732780824,0.5122568010708115,0.7292188844010793
XM tirex2_cov/ZS/native vs xlstm/L/native,XM,BE,127,-0.010997573860048352,-0.05061724918552908,-1.3251627591893427,0.18751517629546366,0.4467870626534513
XM tirex2_cov/ZS/native vs xlstm/L/native,XM,ES,127,-0.02254932560096311,-0.05674033910932359,-1.277232275984294,0.2038688036276728,0.46712445684132026
XM tirex2_cov/ZS/native vs xlstm/L/native,XM,FI,127,-0.008810442023155304,-0.0498234972677966,-1.3168701386432853,0.19027222328117,0.4485894370699495
XM tirex2_cov/ZS/native vs xlstm/L/native,XM,FR,127,-0.001040088273291644,-0.005213701410202276,-0.12330435453152237,0.9020625643994502,0.9465203378436203
XM tirex2_cov/ZS/native vs xlstm/L/native,XM,GR,127,-0.2604951105524939,-0.1475057251146624,-3.6652013612443373,0.00036281244792557565,0.016239126407186222
XM tirex2_cov/ZS/native vs xlstm/L/native,XM,IE,127,-0.09115046698740845,-0.22084983854993048,-4.491411234862463,1.5797704033815307e-05,0.0014894978089025862
